sample_id,true_language_post_fit,cluster
de/Female/10.txt,german,0
de/Female/7.txt,german,0
de/Female/8.txt,german,0
de/Female/810101512_female_German_voice12.mp3.txt,german,0
de/Female/810101512_female_German_voice14.mp3.txt,german,0
de/Female/810101512_female_German_voice20.mp3.txt,german,0
de/Female/810102483_female_german_voice01.txt,german,0
de/Female/810102483_female_german_voice06.txt,german,0
de/Female/810102483_female_german_voice13.txt,german,0
de/Female/810102483_female_german_voice14.txt,german,0
de/Female/810102483_female_german_voice16.txt,german,0
de/Female/810102543_female_german_voice02.txt,german,0
de/Female/810102543_female_german_voice03.txt,german,0
de/Female/810102543_female_german_voice05.txt,german,0
de/Female/810102543_female_german_voice06.txt,german,0
de/Female/810102543_female_german_voice07.txt,german,0
de/Female/810102543_female_german_voice10.txt,german,0
de/Female/810102543_female_german_voice14.txt,german,0
de/Female/810102543_female_german_voice17.txt,german,0
de/Female/810103084_female_german_voice12.txt,german,0
de/Female/810103084_female_german_voice13.txt,german,0
de/Female/810103084_female_german_voice15.txt,german,0
de/Female/810103084_female_german_voice17.txt,german,0
de/Female/810103160_female_german_voice04.txt,german,0
de/Female/810103160_female_german_voice05.txt,german,0
de/Female/810103160_female_german_voice06.txt,german,0
de/Female/810103160_female_german_voice07.txt,german,0
de/Female/810103160_female_german_voice20.txt,german,0
de/Female/810104049_female_german_voice14.txt,german,0
de/Female/810104049_female_german_voice18.txt,german,0
de/Female/810104145_female_german_voice01.txt,german,0
de/Female/810104145_female_german_voice04.txt,german,0
de/Female/810104145_female_german_voice06.txt,german,0
de/Female/810104145_female_german_voice09.txt,german,0
de/Female/810104145_female_german_voice12.txt,german,0
de/Female/810104145_female_german_voice18.txt,german,0
de/Female/810104170_female_german_voice12.txt,german,0
de/Female/810104170_female_german_voice15.txt,german,0
de/Female/810104170_female_german_voice20.txt,german,0
de/Female/810104170_female_german_voice3.txt,german,0
de/Female/810104170_female_german_voice7.txt,german,0
de/Female/9.txt,german,0
de/Female/998104021_female_german_voice04.txt,german,0
de/Female/998104021_female_german_voice07.txt,german,0
de/Female/998104021_female_german_voice09.txt,german,0
de/Female/998104021_female_german_voice12.txt,german,0
de/Female/998104021_female_german_voice14.txt,german,0
de/Female/998104021_female_german_voice15.txt,german,0
de/Female/text1.txt,german,0
de/male/2.txt,german,0
de/male/3.txt,german,0
de/male/4.txt,german,0
de/male/5.txt,german,0
de/male/6.txt,german,0
de/male/810100147_male_german_voice02.txt,german,0
de/male/810100147_male_german_voice07.txt,german,0
de/male/810100147_male_german_voice08.txt,german,0
de/male/810100147_male_german_voice09.txt,german,0
de/male/810100147_male_german_voice12.txt,german,0
de/male/810100147_male_german_voice18.txt,german,0
de/male/810100147_male_german_voice19.txt,german,0
de/male/810100162_male_german_voice01.txt,german,0
de/male/810100162_male_german_voice03.txt,german,0
de/male/810100162_male_german_voice04.txt,german,0
de/male/810100162_male_german_voice05.txt,german,0
de/male/810100162_male_german_voice06.txt,german,0
de/male/810100162_male_german_voice07.txt,german,0
de/male/810100162_male_german_voice09.txt,german,0
de/male/810100162_male_german_voice12.txt,german,0
de/male/810100162_male_german_voice16.txt,german,0
de/male/810100162_male_german_voice20.txt,german,0
de/male/810101399_male_german_voice01.txt,german,0
de/male/810101399_male_german_voice02.txt,german,0
de/male/810101399_male_german_voice04.txt,german,0
de/male/810101399_male_german_voice10.txt,german,0
de/male/810101399_male_german_voice11.txt,german,0
de/male/810101399_male_german_voice14.txt,german,0
de/male/810101453_male_german_voice01.txt,german,0
de/male/810101453_male_german_voice02.txt,german,0
de/male/810101453_male_german_voice03.txt,german,0
de/male/810101453_male_german_voice04.txt,german,0
de/male/810101453_male_german_voice05.txt,german,0
de/male/810101453_male_german_voice08.txt,german,0
de/male/810101453_male_german_voice13.txt,german,0
de/male/810101453_male_german_voice14.txt,german,0
de/male/810101453_male_german_voice16.txt,german,0
de/male/810101453_male_german_voice17.txt,german,0
de/male/810101453_male_german_voice20.txt,german,0
de/male/810101477_male_german_voice01.txt,german,0
de/male/810101477_male_german_voice12.txt,german,0
de/male/810101477_male_german_voice13.txt,german,0
de/male/810101477_male_german_voice14.txt,german,0
de/male/810101477_male_german_voice16.txt,german,0
de/male/810101477_male_german_voice17.txt,german,0
de/male/810101477_male_german_voice18.txt,german,0
de/male/810101607_male_german_voice1.txt,german,0
de/male/810101607_male_german_voice10.txt,german,0
de/male/810101607_male_german_voice12.txt,german,0
de/male/810101607_male_german_voice13.txt,german,0
de/male/810101607_male_german_voice22.txt,german,0
de/male/810101607_male_german_voice23.txt,german,0
de/male/810101607_male_german_voice29.txt,german,0
de/male/810101607_male_german_voice4.txt,german,0
de/male/810101607_male_german_voice5.txt,german,0
es/Female/10.txt,spanish,1
es/Female/220701071_female_spanish_voice1.txt,spanish,1
es/Female/220701071_female_spanish_voice10.txt,spanish,1
es/Female/220701071_female_spanish_voice2.txt,spanish,1
es/Female/220701071_female_spanish_voice3.txt,spanish,1
es/Female/220701071_female_spanish_voice4.txt,spanish,1
es/Female/220701071_female_spanish_voice5.txt,spanish,1
es/Female/220701071_female_spanish_voice6.txt,spanish,1
es/Female/220701071_female_spanish_voice8.txt,spanish,1
es/Female/220701071_female_spanish_voice9.txt,spanish,1
es/Female/6.txt,spanish,1
es/Female/610301117_female_spanish_voice10.txt,spanish,1
es/Female/610301117_female_spanish_voice2.txt,spanish,1
es/Female/610301117_female_spanish_voice3.txt,spanish,1
es/Female/610301117_female_spanish_voice4.txt,spanish,1
es/Female/610301117_female_spanish_voice5.txt,spanish,1
es/Female/610301117_female_spanish_voice6.txt,spanish,1
es/Female/610301117_female_spanish_voice8.txt,spanish,1
es/Female/610301117_female_spanish_voice9.txt,spanish,1
es/Female/7.txt,spanish,1
es/Female/8.txt,spanish,1
es/Female/810101574_female_spanish_voice10.txt,spanish,1
es/Female/810101574_female_spanish_voice2.txt,spanish,1
es/Female/810101574_female_spanish_voice3.txt,spanish,1
es/Female/810101574_female_spanish_voice4.txt,spanish,1
es/Female/810101574_female_spanish_voice6.txt,spanish,1
es/Female/810101574_female_spanish_voice7.txt,spanish,1
es/Female/810101574_female_spanish_voice8.txt,spanish,1
es/Female/810101574_female_spanish_voice9.txt,spanish,1
es/Female/810102470_female_spanish_voice1.txt,spanish,1
es/Female/810102470_female_spanish_voice10.txt,spanish,1
es/Female/810102470_female_spanish_voice2.txt,spanish,1
es/Female/810102470_female_spanish_voice3.txt,spanish,1
es/Female/810102470_female_spanish_voice5.txt,spanish,1
es/Female/810102470_female_spanish_voice6.txt,spanish,1
es/Female/810102470_female_spanish_voice7.txt,spanish,1
es/Female/810102470_female_spanish_voice8.txt,spanish,1
es/Female/810102470_female_spanish_voice9.txt,spanish,1
es/Female/810102515_female_spanish_voice1.txt,spanish,1
es/Female/810102515_female_spanish_voice2.txt,spanish,1
es/Female/810102515_female_spanish_voice3.txt,spanish,1
es/Female/810102515_female_spanish_voice4.txt,spanish,1
es/Female/810102515_female_spanish_voice5.txt,spanish,1
es/Female/810102515_female_spanish_voice6.txt,spanish,1
es/Female/810102515_female_spanish_voice8.txt,spanish,1
es/Female/810102515_female_spanish_voice9.txt,spanish,1
es/Female/9.txt,spanish,1
es/Male/1.txt,spanish,1
es/Male/2.txt,spanish,1
es/Male/3.txt,spanish,1
es/Male/4.txt,spanish,1
es/Male/5.txt,spanish,1
es/Male/810102442_male_spanish_voice1.txt,spanish,1
es/Male/810102442_male_spanish_voice10.txt,spanish,1
es/Male/810102442_male_spanish_voice2.txt,spanish,1
es/Male/810102442_male_spanish_voice3.txt,spanish,1
es/Male/810102442_male_spanish_voice4.txt,spanish,1
es/Male/810102442_male_spanish_voice5.txt,spanish,1
es/Male/810102442_male_spanish_voice6.txt,spanish,1
es/Male/810102442_male_spanish_voice7.txt,spanish,1
es/Male/810102442_male_spanish_voice8.txt,spanish,1
es/Male/810102442_male_spanish_voice9.txt,spanish,1
es/Male/810102552_male_spanish_voice1.txt,spanish,1
es/Male/810102552_male_spanish_voice10.txt,spanish,1
es/Male/810102552_male_spanish_voice2.txt,spanish,1
es/Male/810102552_male_spanish_voice3.txt,spanish,1
es/Male/810102552_male_spanish_voice4.txt,spanish,1
es/Male/810102552_male_spanish_voice5.txt,spanish,1
es/Male/810102552_male_spanish_voice6.txt,spanish,1
es/Male/810102552_male_spanish_voice7.txt,spanish,1
es/Male/810102552_male_spanish_voice8.txt,spanish,1
es/Male/810102552_male_spanish_voice9.txt,spanish,1
es/Male/810103254_male_spanish_voice1.txt,spanish,1
es/Male/810103254_male_spanish_voice10.txt,spanish,1
es/Male/810103254_male_spanish_voice2.txt,spanish,1
es/Male/810103254_male_spanish_voice3.txt,spanish,1
es/Male/810103254_male_spanish_voice4.txt,spanish,1
es/Male/810103254_male_spanish_voice5.txt,spanish,1
es/Male/810103254_male_spanish_voice6.txt,spanish,1
es/Male/810103254_male_spanish_voice7.txt,spanish,1
es/Male/810103254_male_spanish_voice8.txt,spanish,1
es/Male/810103254_male_spanish_voice9.txt,spanish,1
es/Male/810103314_male_spanish_voice1.txt,spanish,1
es/Male/810103314_male_spanish_voice10.txt,spanish,1
es/Male/810103314_male_spanish_voice2.txt,spanish,1
es/Male/810103314_male_spanish_voice3.txt,spanish,1
es/Male/810103314_male_spanish_voice4.txt,spanish,1
es/Male/810103314_male_spanish_voice5.txt,spanish,1
es/Male/810103314_male_spanish_voice6.txt,spanish,1
es/Male/810103314_male_spanish_voice8.txt,spanish,1
es/Male/810104117_male_spanish_voice1.txt,spanish,1
